subject,session,experiment_phase,event,trial_index,noun,noun_type,noun_category,environment,test_condition,response,time_to_respond,log_num,log_time
SC000,0,STUDY2,ENCODING_SHORT,174,CANOE,INANIMATE,vehicles,snow,REARRANGED,S,1546.8279169872403,0,329705.047355572
SC000,0,STUDY2,ENCODING_SHORT,175,DETECTIVE,ANIMATE,people,glacier,SAME,A,1104.1183294728398,0,329711.1789430455
SC000,0,STUDY2,ENCODING_SHORT,176,NARWHAL,ANIMATE,aquatic_species,glacier,REARRANGED,A,1221.4731285348535,0,329717.4423310555
SC000,0,STUDY2,ENCODING_SHORT,177,BASKET,INANIMATE,furniture,snow,SAME,S,1077.4133724626154,0,329723.56097830646
SC000,0,STUDY2,ENCODING_SHORT,178,LAMP,INANIMATE,furniture,glacier,REARRANGED,S,1050.3243135171942,0,329729.64271302754
SC000,0,STUDY2,ENCODING_SHORT,179,TAXI,INANIMATE,vehicles,mountain,SAME,S,1227.0247870474122,0,329735.89479100704
SC000,0,STUDY2,ENCODING_SHORT,180,GOOSE,ANIMATE,birds,mountain,SAME,A,1161.5569940186106,0,329742.099516779
SC000,0,STUDY2,ENCODING_SHORT,181,WASHER,INANIMATE,furniture,snow,REARRANGED,S,1480.9393070172518,0,329748.60840690904
SC000,0,STUDY2,ENCODING_SHORT,182,OYSTER,ANIMATE,aquatic_species,mountain,SAME,A,1399.6018635225482,0,329755.0322785005
SC000,0,STUDY2,ENCODING_SHORT,183,BRACELET,INANIMATE,clothing,snow,REARRANGED,S,1190.714595548343,0,329761.2512319735
SC000,0,STUDY2,ENCODING_SHORT,184,CORAL,ANIMATE,aquatic_species,mountain,REARRANGED,A,1248.370339977555,0,329767.527066499
SC000,0,STUDY2,ENCODING_SHORT,185,MUSTARD,INANIMATE,food,mountain,SAME,S,1825.536649033893,0,329774.392851801
SC000,0,STUDY2,ENCODING_SHORT,186,DONUT,INANIMATE,food,mountain,REARRANGED,S,1483.4580274764448,0,329780.90356607246
SC000,0,STUDY2,ENCODING_SHORT,187,TIGER,ANIMATE,mammals,snow,REARRANGED,A,1463.7999615515582,0,329787.39232475753
SC000,0,STUDY2,ENCODING_SHORT,188,ORCA,ANIMATE,aquatic_species,mountain,SAME,A,1124.8595240176655,0,329793.556418017
SC000,0,STUDY2,ENCODING_SHORT,189,VULTURE,ANIMATE,birds,snow,SAME,A,1847.7631119894795,0,329800.435079368
SC000,0,STUDY2,ENCODING_SHORT,190,VEST,INANIMATE,clothing,glacier,REARRANGED,S,1325.9696225286461,0,329806.7857952555
SC000,0,STUDY2,ENCODING_SHORT,191,SLED,INANIMATE,vehicles,snow,SAME,S,1386.5421505179256,0,329813.1985474295
SC000,0,STUDY2,ENCODING_SHORT,192,BEAVER,ANIMATE,mammals,mountain,REARRANGED,A,1115.3213990619406,0,329819.34420206805
SC000,0,STUDY2,ENCODING_SHORT,193,DOG,ANIMATE,mammals,snow,SAME,A,987.0654324768111,0,329825.36148931447
SC000,0,STUDY2,ENCODING_SHORT,194,GLOVE,INANIMATE,clothing,snow,SAME,S,1073.09477601666,0,329831.476769767
SC000,0,STUDY2,ENCODING_SHORT,195,PORPOISE,ANIMATE,aquatic_species,snow,SAME,A,1296.5305905090645,0,329837.8034401715
SC000,0,STUDY2,ENCODING_SHORT,196,JET,INANIMATE,vehicles,glacier,REARRANGED,S,2088.791656482499,0,329844.9184166855
SC000,0,STUDY2,ENCODING_SHORT,197,BOOT,INANIMATE,clothing,glacier,SAME,S,799.7686995076947,0,329850.7426016055
SC000,0,STUDY2,ENCODING_SHORT,198,SHEEP,ANIMATE,mammals,glacier,REARRANGED,A,1148.786919482518,0,329856.9180901585
SC000,0,STUDY2,ENCODING_SHORT,199,COUCH,INANIMATE,furniture,mountain,REARRANGED,S,1723.741217982024,0,329863.667218162
SC000,0,STUDY2,ENCODING_SHORT,200,GORILLA,ANIMATE,mammals,mountain,SAME,A,1044.9686899664812,0,329869.740249321
SC000,0,STUDY2,ENCODING_SHORT,201,THRONE,INANIMATE,furniture,mountain,SAME,S,1498.8927035592496,0,329876.26725724153
SC000,0,STUDY2,ENCODING_SHORT,202,ACTOR,ANIMATE,people,glacier,SAME,A,1983.963972539641,0,329883.27673357853
SC000,0,STUDY2,ENCODING_SHORT,203,GOAT,ANIMATE,mammals,snow,SAME,A,1320.8073584828526,0,329889.6307469255
SC000,0,STUDY2,ENCODING_SHORT,204,DUCK,ANIMATE,birds,mountain,SAME,A,1450.4301765118726,0,329896.1113446175
SC000,0,STUDY2,ENCODING_SHORT,205,SKI,INANIMATE,vehicles,glacier,SAME,S,2155.5284130154178,0,329903.29473129904
SC000,0,STUDY2,ENCODING_SHORT,206,PELICAN,ANIMATE,birds,glacier,SAME,A,1546.8031690688804,0,329909.86970791104
SC000,0,STUDY2,ENCODING_SHORT,207,RAVEN,ANIMATE,birds,snow,SAME,A,1305.964853032492,0,329916.201054806
SC000,0,STUDY2,ENCODING_SHORT,208,CLAM,ANIMATE,aquatic_species,snow,REARRANGED,A,2016.1357705364935,0,329923.2496850105
SC000,0,STUDY2,ENCODING_SHORT,209,SKATEBOARD,INANIMATE,vehicles,snow,SAME,S,2573.877143964637,0,329930.84919209697
SC000,0,STUDY2,ENCODING_SHORT,210,OSTRICH,ANIMATE,birds,mountain,REARRANGED,A,2139.7230445290916,0,329938.0174224415
SC000,0,STUDY2,ENCODING_SHORT,211,CHARIOT,INANIMATE,vehicles,mountain,REARRANGED,S,951.2487435131334,0,329943.9934744885
SC000,0,STUDY2,ENCODING_SHORT,212,LAWYER,ANIMATE,people,mountain,REARRANGED,A,899.3017305037938,0,329949.9332632725
SC000,0,STUDY2,ENCODING_SHORT,213,PHONE,INANIMATE,furniture,glacier,SAME,S,1368.6236729845405,0,329956.326677114
SC000,0,STUDY2,ENCODING_SHORT,214,SAILBOAT,INANIMATE,vehicles,glacier,SAME,S,1966.3952180417255,0,329963.31694587204
SC000,0,STUDY2,ENCODING_SHORT,215,TEACHER,ANIMATE,people,glacier,REARRANGED,A,1532.6922310050577,0,329969.874058055
SC000,0,TEST,RETRIEVAL_SHORT,0,SQUIRREL,ANIMATE,mammals,mountain,SAME,G,2527.9527669772506,0,330371.696176479
SC000,0,TEST,RETRIEVAL_LONG,1,DRYER,INANIMATE,furniture,canyon,REARRANGED,H,2672.2651534946635,0,330379.4071122225
SC000,0,TEST,RETRIEVAL_SHORT,2,ORCA,ANIMATE,aquatic_species,mountain,SAME,G,1876.1743024806492,0,330386.31105168746
SC000,0,TEST,RETRIEVAL_LONG,3,JEEP,INANIMATE,vehicles,canyon,SAME,G,1526.2443809770048,0,330392.867606184
SC000,0,TEST,RETRIEVAL_SHORT,4,OYSTER,ANIMATE,aquatic_species,mountain,SAME,G,2168.2960169855505,0,330400.06000422896
SC000,0,TEST,NEW_NOUN,5,CAPE,INANIMATE,clothing,beach,NEW,F,2078.340545471292,0,330407.1785014805
SC000,0,TEST,RETRIEVAL_LONG,6,PIG,ANIMATE,mammals,canyon,REARRANGED,H,1953.7331844912842,0,330414.1629118535
SC000,0,TEST,RETRIEVAL_LONG,7,HELICOPTER,INANIMATE,vehicles,beach,SAME,G,1763.4571454836987,0,330420.9636651965
SC000,0,TEST,RETRIEVAL_SHORT,8,GARDENER,ANIMATE,people,snow,SAME,G,3530.979656963609,0,330429.53464494797
SC000,0,TEST,RETRIEVAL_LONG,9,OVERALLS,INANIMATE,clothing,beach,SAME,G,1698.1266004731879,0,330436.2598872285
SC000,0,TEST,NEW_NOUN,10,GARLIC,INANIMATE,food,sand_dunes,NEW,F,1522.7969145053066,0,330442.8081830195
SC000,0,TEST,RETRIEVAL_LONG,11,GIRAFFE,ANIMATE,mammals,beach,SAME,G,1282.0398419862613,0,330449.119668575
SC000,0,TEST,RETRIEVAL_SHORT,12,RADIO,INANIMATE,furniture,mountain,SAME,G,1430.0985434674658,0,330455.5800314845
SC000,0,TEST,RETRIEVAL_LONG,13,MITTEN,INANIMATE,clothing,canyon,SAME,G,1770.521799044218,0,330462.374112937
SC000,0,TEST,RETRIEVAL_SHORT,14,SKATEBOARD,INANIMATE,vehicles,snow,SAME,G,1610.6201689690351,0,330469.026856308
SC000,0,TEST,RETRIEVAL_SHORT,15,VASE,INANIMATE,furniture,snow,SAME,G,1247.8760635131039,0,330475.3430320575
SC000,0,TEST,RETRIEVAL_LONG,16,SKUNK,ANIMATE,mammals,beach,SAME,G,1410.349601006601,0,330481.794466236
SC000,0,TEST,RETRIEVAL_SHORT,17,CLAM,ANIMATE,aquatic_species,mountain,REARRANGED,H,2952.1522714640014,0,330489.7736844345
SC000,0,TEST,RETRIEVAL_LONG,18,SWEATER,INANIMATE,clothing,beach,REARRANGED,H,2627.664238505531,0,330497.4247045845
SC000,0,TEST,NEW_NOUN,19,DOVE,ANIMATE,birds,canyon,NEW,F,1553.8326149689965,0,330504.00702629297
SC000,0,TEST,RETRIEVAL_LONG,20,SANDAL,INANIMATE,clothing,sand_dunes,SAME,G,1062.233077478595,0,330510.1001850375
SC000,0,TEST,NEW_NOUN,21,CURTAIN,INANIMATE,furniture,glacier,NEW,F,1369.811873533763,0,330516.5109246195
SC000,0,TEST,RETRIEVAL_LONG,22,OFFICER,ANIMATE,people,sand_dunes,SAME,G,2732.9734814702533,0,330524.2768178325
SC000,0,TEST,NEW_NOUN,23,SALAD,INANIMATE,food,mountain,NEW,F,2198.052609572187,0,330531.49920648756
SC000,0,TEST,NEW_NOUN,24,CLOCK,INANIMATE,furniture,beach,NEW,F,2544.061098480597,0,330539.0820799875
SC000,0,TEST,RETRIEVAL_SHORT,25,VEST,INANIMATE,clothing,mountain,REARRANGED,H,2489.4511654856615,0,330546.5987347365
SC000,0,TEST,RETRIEVAL_LONG,26,SLUG,ANIMATE,aquatic_species,beach,REARRANGED,H,1601.7092385445721,0,330553.23293523653
SC000,0,TEST,RETRIEVAL_LONG,27,SKIRT,INANIMATE,clothing,sand_dunes,REARRANGED,H,1412.8836004529148,0,330559.6843761235
SC000,0,TEST,NEW_NOUN,28,GLASSES,INANIMATE,clothing,glacier,NEW,F,2905.254396959208,0,330567.61637716996
SC000,0,TEST,RETRIEVAL_SHORT,29,ACTOR,ANIMATE,people,glacier,SAME,G,1367.2920595272444,0,330574.0087551635
SC000,0,TEST,RETRIEVAL_LONG,30,TANK,INANIMATE,vehicles,canyon,SAME,G,1045.177626016084,0,330580.078042529
SC000,0,TEST,NEW_NOUN,31,RAINCOAT,INANIMATE,clothing,mountain,NEW,F,1355.8698249980807,0,330586.45834485
SC000,0,TEST,RETRIEVAL_SHORT,32,COUCH,INANIMATE,furniture,snow,REARRANGED,H,1360.7108959695324,0,330592.859031318
SC000,0,TEST,NEW_NOUN,33,STINGRAY,ANIMATE,aquatic_species,mountain,NEW,F,1313.3522529969923,0,330599.201466764
SC000,0,TEST,RETRIEVAL_SHORT,34,STORK,ANIMATE,birds,glacier,REARRANGED,H,1806.669364508707,0,330606.0480404005
SC000,0,TEST,RETRIEVAL_SHORT,35,DUCK,ANIMATE,birds,mountain,SAME,G,2047.2417534911074,0,330613.1330792605
SC000,0,TEST,NEW_NOUN,36,LLAMA,ANIMATE,mammals,canyon,NEW,F,1130.200651998166,0,330619.289915642
SC000,0,TEST,NEW_NOUN,37,CRIB,INANIMATE,furniture,sand_dunes,NEW,H,2506.653542513959,0,330626.8257213795
SC000,0,TEST,RETRIEVAL_LONG,38,NECKLACE,INANIMATE,clothing,sand_dunes,SAME,G,3227.490338496864,0,330635.08218701347
SC000,0,TEST,RETRIEVAL_LONG,39,CARPENTER,ANIMATE,people,beach,SAME,G,1998.5805670148693,0,330642.123138278
SC000,0,TEST,NEW_NOUN,40,BUTCHER,ANIMATE,people,beach,NEW,F,2262.67884549452,0,330649.4135678485
SC000,0,TEST,RETRIEVAL_SHORT,41,TIGER,ANIMATE,mammals,mountain,REARRANGED,G,2413.3041219902225,0,330656.85306017497
SC000,0,TEST,RETRIEVAL_SHORT,42,DIAPER,INANIMATE,clothing,glacier,SAME,G,1208.3103664335795,0,330663.08847918746
SC000,0,TEST,RETRIEVAL_LONG,43,ROCKET,INANIMATE,vehicles,canyon,REARRANGED,H,2146.975840034429,0,330670.279497442
SC000,0,TEST,RETRIEVAL_SHORT,44,KIWI,INANIMATE,food,snow,SAME,F,2223.821076506283,0,330677.5279703935
SC000,0,TEST,RETRIEVAL_LONG,45,PANDA,ANIMATE,mammals,sand_dunes,REARRANGED,H,1682.3250619927421,0,330684.237929048
SC000,0,TEST,RETRIEVAL_SHORT,46,DOCTOR,ANIMATE,people,mountain,SAME,G,1275.0175944529474,0,330690.53703204147
SC000,0,TEST,RETRIEVAL_SHORT,47,TEACHER,ANIMATE,people,snow,REARRANGED,H,2617.4210010212846,0,330698.183626917
SC000,0,TEST,RETRIEVAL_SHORT,48,PELICAN,ANIMATE,birds,glacier,SAME,G,1822.7132849860936,0,330705.035694015
SC000,0,TEST,NEW_NOUN,49,APRON,INANIMATE,clothing,snow,NEW,H,664.3759204889648,0,330710.7272146655
SC000,0,TEST,NEW_NOUN,50,SCOOTER,INANIMATE,vehicles,beach,NEW,F,2542.192013002932,0,330718.294118873
SC000,0,TEST,RETRIEVAL_LONG,51,PIZZA,INANIMATE,food,sand_dunes,REARRANGED,G,2084.153031988535,0,330725.418383269
SC000,0,TEST,RETRIEVAL_SHORT,52,PHONE,INANIMATE,furniture,glacier,SAME,G,1242.9281374788843,0,330731.6891113455
SC000,0,TEST,RETRIEVAL_SHORT,53,OSTRICH,ANIMATE,birds,snow,REARRANGED,H,1617.0770744793117,0,330738.3337864695
SC000,0,TEST,RETRIEVAL_LONG,54,CHAIR,INANIMATE,furniture,sand_dunes,REARRANGED,H,2623.2233215123415,0,330745.98568177153
SC000,0,TEST,RETRIEVAL_SHORT,55,GOOSE,ANIMATE,birds,mountain,SAME,G,1326.9223600509576,0,330752.342194573
SC000,0,TEST,RETRIEVAL_LONG,56,PILOT,ANIMATE,people,sand_dunes,REARRANGED,H,2478.3109555137344,0,330759.8488620895
SC000,0,TEST,NEW_NOUN,57,ANCHOVY,ANIMATE,aquatic_species,beach,NEW,F,1610.9529315144755,0,330766.4892273955
SC000,0,TEST,NEW_NOUN,58,DENTIST,ANIMATE,people,snow,NEW,F,2106.7297350382432,0,330773.62370185
SC000,0,TEST,RETRIEVAL_SHORT,59,DONUT,INANIMATE,food,snow,REARRANGED,H,1641.8894054950215,0,330780.2954124515
SC000,0,TEST,RETRIEVAL_SHORT,60,COOKIE,INANIMATE,food,glacier,SAME,G,1051.9934275071137,0,330786.3770952545
SC000,0,TEST,RETRIEVAL_SHORT,61,LAMP,INANIMATE,furniture,mountain,REARRANGED,F,1514.6897160448134,0,330792.919811203
SC000,0,TEST,RETRIEVAL_LONG,62,HONEY,INANIMATE,food,canyon,SAME,G,1135.3049169993028,0,330799.096426701
SC000,0,TEST,NEW_NOUN,63,BEAR,ANIMATE,mammals,mountain,NEW,G,2496.668078470975,0,330806.61771926645
SC000,0,TEST,RETRIEVAL_SHORT,64,THRONE,INANIMATE,furniture,mountain,SAME,G,913.3619935601018,0,330812.56115799455
SC000,0,TEST,NEW_NOUN,65,COD,ANIMATE,aquatic_species,canyon,NEW,F,1385.5105999391526,0,330818.98633255996
SC000,0,TEST,RETRIEVAL_LONG,66,MUFFIN,INANIMATE,food,beach,REARRANGED,H,2030.2255135029554,0,330826.0612082505
SC000,0,TEST,NEW_NOUN,67,MOUSE,ANIMATE,mammals,sand_dunes,NEW,F,1560.0078499992378,0,330832.645557384
SC000,0,TEST,RETRIEVAL_SHORT,68,LOBSTER,ANIMATE,aquatic_species,glacier,SAME,G,976.3255679863505,0,330838.658088564
SC000,0,TEST,RETRIEVAL_LONG,69,WHALE,ANIMATE,aquatic_species,canyon,SAME,G,1265.6656950130127,0,330844.94786246
SC000,0,TEST,RETRIEVAL_SHORT,70,GORILLA,ANIMATE,mammals,mountain,SAME,G,949.2100444622338,0,330850.93639921246
SC000,0,TEST,RETRIEVAL_SHORT,71,CHEESE,INANIMATE,food,mountain,SAME,G,1218.5033515561372,0,330857.17891951953
SC000,0,TEST,RETRIEVAL_LONG,72,TOGA,INANIMATE,clothing,canyon,REARRANGED,H,2127.66041548457,0,330864.3313748925
SC000,0,TEST,RETRIEVAL_LONG,73,YOGURT,INANIMATE,food,canyon,SAME,G,1342.5125984940678,0,330870.7141950535
SC000,0,TEST,RETRIEVAL_LONG,74,BULLDOZER,INANIMATE,vehicles,sand_dunes,REARRANGED,H,1981.3114710268565,0,330877.721704824
SC000,0,TEST,NEW_NOUN,75,SWAN,ANIMATE,birds,sand_dunes,NEW,F,1995.655072038062,0,330884.741774232
SC000,0,TEST,RETRIEVAL_SHORT,76,PORPOISE,ANIMATE,aquatic_species,snow,SAME,G,1510.8255670056678,0,330891.27706319303
SC000,0,TEST,RETRIEVAL_SHORT,77,RAVEN,ANIMATE,birds,snow,SAME,G,1143.56786001008,0,330897.445904067
SC000,0,TEST,NEW_NOUN,78,RABBIT,ANIMATE,mammals,beach,NEW,F,1254.4921839726157,0,330903.729681213
SC000,0,TEST,RETRIEVAL_SHORT,79,ORANGE,INANIMATE,food,mountain,REARRANGED,G,1050.2113555558026,0,330909.80515324755
SC000,0,TEST,RETRIEVAL_SHORT,80,SAILBOAT,INANIMATE,vehicles,glacier,SAME,G,1363.9165759668685,0,330916.192795811
SC000,0,TEST,RETRIEVAL_LONG,81,WOODPECKER,ANIMATE,birds,sand_dunes,SAME,G,1401.901493954938,0,330922.621997131
SC000,0,TEST,RETRIEVAL_LONG,82,SOCK,INANIMATE,clothing,canyon,SAME,G,1135.9845594852231,0,330928.7856512745
SC000,0,TEST,NEW_NOUN,83,WAFFLE,INANIMATE,food,beach,NEW,F,1109.7412654780783,0,330934.9224532285
SC000,0,TEST,RETRIEVAL_LONG,84,PARROT,ANIMATE,birds,canyon,SAME,G,1034.8543605068699,0,330940.9830529435
SC000,0,TEST,RETRIEVAL_LONG,85,CAKE,INANIMATE,food,sand_dunes,SAME,G,1433.971948979888,0,330947.443561629
SC000,0,TEST,RETRIEVAL_SHORT,86,BASKET,INANIMATE,furniture,snow,SAME,G,998.1681694625877,0,330953.4821226675
SC000,0,TEST,RETRIEVAL_LONG,87,WOLF,ANIMATE,mammals,canyon,SAME,G,1166.418505483307,0,330959.6765228215
SC000,0,TEST,NEW_NOUN,88,JOURNALIST,ANIMATE,people,sand_dunes,NEW,F,2151.6257114708424,0,330966.8673616925
SC000,0,TEST,NEW_NOUN,89,WALRUS,ANIMATE,aquatic_species,snow,NEW,F,1337.0756235090084,0,330973.2466669585
SC000,0,TEST,RETRIEVAL_SHORT,90,ARCHITECT,ANIMATE,people,mountain,REARRANGED,G,2142.8643465042114,0,330980.4298164675
SC000,0,TEST,RETRIEVAL_SHORT,91,BOOT,INANIMATE,clothing,glacier,SAME,G,1519.3879075231962,0,330986.97840547655
SC000,0,TEST,RETRIEVAL_LONG,92,KETCHUP,INANIMATE,food,beach,SAME,G,1718.3910639723763,0,330993.727262921
SC000,0,TEST,RETRIEVAL_LONG,93,HEN,ANIMATE,birds,canyon,SAME,G,1261.7171799647622,0,331000.013239512
SC000,0,TEST,RETRIEVAL_LONG,94,TURKEY,ANIMATE,birds,beach,SAME,H,2259.245721041225,0,331007.30438842403
SC000,0,TEST,RETRIEVAL_SHORT,95,CORAL,ANIMATE,aquatic_species,glacier,REARRANGED,H,2355.8917160262354,0,331014.685329015
SC000,0,TEST,NEW_NOUN,96,COYOTE,ANIMATE,mammals,snow,NEW,F,1268.9939279807732,0,331020.978858914
SC000,0,TEST,RETRIEVAL_SHORT,97,MUSTARD,INANIMATE,food,mountain,SAME,G,1916.4929360267706,0,331027.935476189
SC000,0,TEST,RETRIEVAL_LONG,98,FLAMINGO,ANIMATE,birds,beach,REARRANGED,H,2221.5159540064633,0,331035.181926448
SC000,0,TEST,RETRIEVAL_SHORT,99,DOG,ANIMATE,mammals,snow,SAME,G,1202.4964385200292,0,331041.4148598825
SC000,0,TEST,RETRIEVAL_LONG,100,KOALA,ANIMATE,mammals,canyon,SAME,G,1478.330890997313,0,331047.919889704
SC000,0,TEST,RETRIEVAL_SHORT,101,SANDWICH,INANIMATE,food,glacier,SAME,G,1156.7538304952905,0,331054.10024336947
SC000,0,TEST,NEW_NOUN,102,RING,INANIMATE,clothing,sand_dunes,NEW,F,1669.6473499760032,0,331060.81089395
SC000,0,TEST,RETRIEVAL_SHORT,103,JET,INANIMATE,vehicles,mountain,REARRANGED,H,411.3352190470323,0,331066.26254796004
SC000,0,TEST,RETRIEVAL_LONG,104,SEAGULL,ANIMATE,birds,beach,SAME,G,1902.6398155256175,0,331073.1929349805
SC000,0,TEST,RETRIEVAL_LONG,105,BUFFALO,ANIMATE,mammals,sand_dunes,SAME,G,1550.128097529523,0,331079.7676437235
SC000,0,TEST,NEW_NOUN,106,BED,INANIMATE,furniture,snow,NEW,F,1292.457629519049,0,331086.0860910255
SC000,0,TEST,RETRIEVAL_LONG,107,HAWK,ANIMATE,birds,sand_dunes,REARRANGED,H,1725.2005949849263,0,331092.840818424
SC000,0,TEST,RETRIEVAL_LONG,108,OVEN,INANIMATE,furniture,beach,SAME,G,1152.481416997034,0,331099.023389332
SC000,0,TEST,RETRIEVAL_LONG,109,MIRROR,INANIMATE,furniture,canyon,SAME,G,1329.7294310177676,0,331105.39180329803
SC000,0,TEST,RETRIEVAL_SHORT,110,LAWYER,ANIMATE,people,glacier,REARRANGED,H,3638.143483432941,0,331114.05801880546
SC000,0,TEST,RETRIEVAL_LONG,111,STROLLER,INANIMATE,vehicles,beach,REARRANGED,H,1840.3177929576486,0,331120.93689765397
SC000,0,TEST,RETRIEVAL_LONG,112,GRILL,INANIMATE,furniture,beach,SAME,G,1520.0590700260364,0,331127.489289275
SC000,0,TEST,RETRIEVAL_SHORT,113,BIKINI,INANIMATE,clothing,snow,SAME,G,1796.948206028901,0,331134.321100089
SC000,0,TEST,NEW_NOUN,114,TRAILER,INANIMATE,vehicles,glacier,NEW,H,2427.919221459888,0,331141.7906811475
SC000,0,TEST,NEW_NOUN,115,NURSE,ANIMATE,people,glacier,NEW,F,2317.857178975828,0,331149.14354295295
SC000,0,TEST,RETRIEVAL_SHORT,116,HAMMOCK,INANIMATE,furniture,glacier,SAME,G,1452.9960525105707,0,331155.6359633655
SC000,0,TEST,RETRIEVAL_LONG,117,JELLYFISH,ANIMATE,aquatic_species,sand_dunes,REARRANGED,H,1402.3727029561996,0,331162.079433091
SC000,0,TEST,RETRIEVAL_LONG,118,STUDENT,ANIMATE,people,canyon,SAME,G,1930.0280984607525,0,331169.03634172946
SC000,0,TEST,RETRIEVAL_SHORT,119,GOAT,ANIMATE,mammals,snow,SAME,G,2587.5926744774915,0,331176.6489993625
SC000,0,TEST,RETRIEVAL_LONG,120,JAGUAR,ANIMATE,mammals,sand_dunes,SAME,G,1482.1288805105723,0,331183.1743995365
SC000,0,TEST,RETRIEVAL_SHORT,121,CANOE,INANIMATE,vehicles,glacier,REARRANGED,H,2453.2650079927407,0,331190.66694690497
SC000,0,TEST,NEW_NOUN,122,PANCAKE,INANIMATE,food,snow,NEW,F,1423.84350951761,0,331197.1154737215
SC000,0,TEST,RETRIEVAL_SHORT,123,WASHER,INANIMATE,furniture,glacier,REARRANGED,H,2041.3438265095465,0,331204.1864627965
SC000,0,TEST,NEW_NOUN,124,DOLPHIN,ANIMATE,aquatic_species,glacier,NEW,F,1955.2141455351375,0,331211.18241394055
SC000,0,TEST,RETRIEVAL_SHORT,125,EAGLE,ANIMATE,birds,mountain,REARRANGED,G,1968.8458715099841,0,331218.1904689545
SC000,0,TEST,RETRIEVAL_SHORT,126,TUNA,ANIMATE,aquatic_species,snow,SAME,G,1929.220742546022,0,331225.1585708655
SC000,0,TEST,RETRIEVAL_SHORT,127,VULTURE,ANIMATE,birds,snow,SAME,G,1213.9612900209613,0,331231.398867491
SC000,0,TEST,NEW_NOUN,128,TROLLEY,INANIMATE,vehicles,snow,NEW,F,1718.5118320048787,0,331238.15622257
SC000,0,TEST,NEW_NOUN,129,BANANA,INANIMATE,food,canyon,NEW,F,1120.9315974847414,0,331244.3176260225
SC000,0,TEST,RETRIEVAL_LONG,130,FOX,ANIMATE,mammals,beach,REARRANGED,G,1607.3606815189123,0,331250.9501219315
SC000,0,TEST,NEW_NOUN,131,VAN,INANIMATE,vehicles,mountain,NEW,F,2488.880631979555,0,331258.463964052
SC000,0,TEST,RETRIEVAL_LONG,132,ALMOND,INANIMATE,food,beach,SAME,G,963.0104364478029,0,331264.4564699695
SC000,0,TEST,RETRIEVAL_LONG,133,PRIEST,ANIMATE,people,canyon,REARRANGED,H,1287.1047425433062,0,331270.7693576025
SC000,0,TEST,RETRIEVAL_SHORT,134,BRACELET,INANIMATE,clothing,glacier,REARRANGED,H,3124.6187450014986,0,331278.928121901
SC000,0,TEST,RETRIEVAL_SHORT,135,DETECTIVE,ANIMATE,people,glacier,SAME,G,2033.4725294960663,0,331285.9904031695
SC000,0,TEST,RETRIEVAL_LONG,136,SINGER,ANIMATE,people,sand_dunes,SAME,G,1664.4228259683587,0,331292.694715063
SC000,0,TEST,NEW_NOUN,137,PIANO,INANIMATE,furniture,mountain,NEW,G,2480.479150544852,0,331300.2010425705
SC000,0,TEST,RETRIEVAL_SHORT,138,CHARIOT,INANIMATE,vehicles,snow,REARRANGED,H,1356.1851005069911,0,331306.5977299685
SC000,0,TEST,RETRIEVAL_SHORT,139,SALMON,ANIMATE,aquatic_species,glacier,SAME,G,1105.8407035307027,0,331312.7326598995
SC000,0,TEST,RETRIEVAL_LONG,140,TOILET,INANIMATE,furniture,sand_dunes,SAME,G,1707.3091504862532,0,331319.4650414565
SC000,0,TEST,RETRIEVAL_LONG,141,SEAL,ANIMATE,aquatic_species,beach,SAME,G,1218.8910859404132,0,331325.71156466997
SC000,0,TEST,RETRIEVAL_LONG,142,DANCER,ANIMATE,people,beach,SAME,G,1120.8273934898898,0,331331.8629522065
SC000,0,TEST,RETRIEVAL_LONG,143,STOOL,INANIMATE,furniture,sand_dunes,SAME,G,1303.6550050019287,0,331338.196965108
SC000,0,TEST,RETRIEVAL_SHORT,144,SLED,INANIMATE,vehicles,snow,SAME,G,1147.7508780080825,0,331344.383932142
SC000,0,TEST,NEW_NOUN,145,BAKER,ANIMATE,people,mountain,NEW,H,1822.7259995182976,0,331351.2311068145
SC000,0,TEST,RETRIEVAL_SHORT,146,PAINTER,ANIMATE,people,snow,SAME,G,1275.684779509902,0,331357.5362118735
SC000,0,TEST,RETRIEVAL_SHORT,147,HAM,INANIMATE,food,snow,SAME,G,1053.4290440264158,0,331363.628553381
SC000,0,TEST,RETRIEVAL_SHORT,148,HAT,INANIMATE,clothing,mountain,SAME,G,1020.5674449680373,0,331369.69030912
SC000,0,TEST,RETRIEVAL_SHORT,149,SKI,INANIMATE,vehicles,glacier,SAME,G,2030.390060506761,0,331376.7520663175
SC000,0,TEST,RETRIEVAL_SHORT,150,TOUCAN,ANIMATE,birds,glacier,SAME,G,1380.1118809496984,0,331383.16777152
SC000,0,TEST,NEW_NOUN,151,GRAPE,INANIMATE,food,glacier,NEW,F,1368.9906889921986,0,331389.561873827
SC000,0,TEST,RETRIEVAL_LONG,152,JUDGE,ANIMATE,people,beach,REARRANGED,H,2026.6230325214565,0,331396.6286318955
SC000,0,TEST,RETRIEVAL_LONG,153,PILLOW,INANIMATE,furniture,beach,REARRANGED,H,1252.5661415420473,0,331402.9094633535
SC000,0,TEST,NEW_NOUN,154,FINCH,ANIMATE,birds,snow,NEW,F,1279.9346584943123,0,331409.2166984065
SC000,0,TEST,RETRIEVAL_SHORT,155,MONKEY,ANIMATE,mammals,glacier,SAME,G,1044.796688540373,0,331415.2888424915
